Product_Id,Net_Weight,Size,Value,Storage,Packaging_Cost,Expiry_Period,Length,Height,Width,Volume,Perishable_Index,Flammability_Index,F145,F7987,F992,Air,Road,Rail,Sea
e21406c9-5bb9-4bbe-b2e2-72366ee5d5cd,94.70897083413796,A,8531.628533147097,0,9.736387683857616,197,24.19041359306137,87.24214297593053,62.054681799014865,130961.66007746047,0.5578834958838095,0.2712471233403705,57.65794408604835,23.078549874835296,29.06362106800595,0,1,1,1
938feb6b-42ee-4891-bbd1-37dc739cfd9c,89.77721055738986,D,9734.94257301327,0,14.30674127793122,69,1.5366158461250043,3.6295503693297055,13.832044650865562,77.14441985861286,0.34411462886055466,0.2376742387187578,62.60378390066118,61.525240761352684,49.85069283788932,1,0,0,1
cf188fbe-44cb-4dd9-bf84-22edd57b9f80,76.22692799976089,A,5476.014346977835,1,43.76161800290726,272,5.992098320849873,6.012491113057372,3.9392256265937897,141.92020664673717,0.9629076577640168,0.11193427075122853,25.829343017315953,69.13269204969862,41.96170418759698,1,1,0,1
1be516b6-8443-45bb-b0cf-a753cd88258f,97.70267649283731,C,6279.115215985252,1,25.37621492755679,170,33.663907379631794,36.007105076785145,65.19556445693581,79026.14174193855,0.25427396591351714,0.9738713798099563,4.6741280148169135,53.9340705478801,96.40009420328384,1,1,0,0
16df1f1b-1be7-4a5b-aa68-432bbcc8b2e7,19.14256211883341,C,7250.600248038234,0,26.09304121339787,286,73.29060150189243,24.17439524511995,15.720195360238952,27852.34995485002,0.9318973772444655,0.24333868215526344,75.51532679955608,71.31802856214078,21.125340282126224,0,1,1,0
cf82db61-df1d-4276-8d0a-491905bff302,0.4602068349352263,A,2130.4559170840294,1,21.52082224349862,210,61.50803139587934,78.72776650424395,96.69478631708212,468233.8599195969,0.9379281059364207,0.9163414825002467,64.15137232873955,47.35160045930093,33.52606926166243,1,1,0,1
54c2d1a5-a0a6-4aed-8175-db4b3332daf2,47.35009928543675,C,6856.409675632932,0,47.327574747640234,64,87.86733607797068,21.49969415692793,36.80606781795379,69531.11019724458,0.5187485917547391,0.8050607429717002,64.46828927166135,17.972753252145026,6.763227244795056,1,0,0,0
da5c0e8a-b917-45dc-9a3d-d4df17c81c9a,89.20819724417389,C,8458.292935904985,1,46.81131273353635,271,28.031804807226763,7.0398533320092165,32.41777307662247,6397.316676258004,0.865900964890773,0.6066181341999536,64.57844371857855,49.37830995171375,87.63993475524869,1,0,1,1
ca116826-c71a-4a98-8f3d-5188732dc987,93.63236825089083,E,6018.364589799435,1,29.6369000262424,284,75.83581735079868,90.34128518930912,91.68619237193734,628151.7495891481,0.9346075718698356,0.4149223837637295,98.32963911149609,77.43806958801945,31.614767414001975,1,1,0,0
ff29dc13-5985-4872-8a7f-91de8486c9ac,46.26922721110946,E,1132.4473012603446,1,23.944702041770928,255,45.60688429510437,14.066322279135106,57.68091585887635,37003.52647362369,0.9212493242589656,0.237645461538327,57.59074806203578,4.986335665073693,59.13973751929308,0,1,0,0
